OBJECTID,BLKGRP,BLOCK,GEOID,GEOID10,ALAND10,AWATER10,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,OP000001,OP000002,OP000003,OP000004,P0020002,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,OP00005,OP00006,OP00007,OP00008,P0030001,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,OP00009,OP00010,OP00011,OP00012,P0040002,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,OP000013,OP000014,OP000015,OP000016,H0010001,H0010002,H0010003,ACRES,Shape_Length,Shape_Area,SqMiles
991,0012002,2002,110010012002002,110010012002002,21234,0,74,72,60,6,1,3,1,1,1,0,2,0,4,57,6,1,3,1,0,1,0,2,0,57,45,5,1,3,1,1,1,0,1,0,4,42,5,1,3,1,0,1,0,1,0,27,26,1,5.246559,614.708785,21232.069716,0.008198
992,0012002,2003,110010012002003,110010012002003,22963,0,80,80,67,6,0,7,0,0,0,0,0,0,2,65,6,0,7,0,0,0,0,0,0,71,61,6,0,4,0,0,0,0,0,0,2,59,6,0,4,0,0,0,0,0,0,29,27,2,5.673797,740.43639,22961.043176,0.008865
993,0012002,2004,110010012002004,110010012002004,10983,0,24,24,19,5,0,0,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,0,22,17,5,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,11,11,0,2.713767,510.145024,10982.224975,0.00424
994,0012002,2005,110010012002005,110010012002005,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145233,113.51068,587.737284,0.000227
995,0012002,2006,110010012002006,110010012002006,16227,0,81,81,81,0,0,0,0,0,0,0,0,0,7,74,0,0,0,0,0,0,0,0,0,64,64,0,0,0,0,0,0,0,0,0,6,58,0,0,0,0,0,0,0,0,0,30,29,1,4.009503,547.319961,16225.881578,0.006265
996,0012002,2007,110010012002007,110010012002007,23361,0,53,53,48,5,0,0,0,0,0,0,0,0,3,45,5,0,0,0,0,0,0,0,0,39,36,3,0,0,0,0,0,0,0,0,2,34,3,0,0,0,0,0,0,0,0,20,20,0,5.772168,661.610828,23359.135952,0.009019
997,0012002,2008,110010012002008,110010012002008,33656,0,335,324,274,11,2,33,0,4,6,3,5,0,32,246,11,2,33,0,0,6,3,5,0,303,249,11,1,29,0,4,6,3,4,0,30,223,11,1,29,0,0,6,3,4,0,194,185,9,8.31574,888.890687,33652.604573,0.012993
998,0012003,3000,110010012003000,110010012003000,26319,0,198,193,120,9,2,50,0,12,1,0,3,1,31,104,9,0,50,0,1,1,0,2,1,184,113,9,2,46,0,10,1,0,2,1,30,97,9,0,46,0,0,1,0,1,1,105,100,5,6.502906,695.208269,26316.328779,0.010161
999,0012003,3001,110010012003001,110010012003001,22887,0,95,91,84,6,1,0,0,0,1,3,1,0,5,80,6,1,0,0,0,0,2,1,0,74,66,5,0,0,0,0,0,2,1,0,4,62,5,0,0,0,0,0,2,1,0,37,35,2,5.654882,688.274997,22884.497486,0.008836
1000,0012003,3002,110010012003002,110010012003002,20620,0,81,81,74,1,0,6,0,0,0,0,0,0,7,67,1,0,6,0,0,0,0,0,0,60,54,0,0,6,0,0,0,0,0,0,6,48,0,0,6,0,0,0,0,0,0,25,25,0,5.09485,636.308829,20618.127651,0.007961
1001,0012003,3003,110010012003003,110010012003003,16447,0,62,62,54,0,0,6,0,2,0,0,0,0,2,54,0,0,6,0,0,0,0,0,0,51,43,0,0,6,0,2,0,0,0,0,2,43,0,0,6,0,0,0,0,0,0,27,27,0,4.063839,553.835686,16445.774654,0.00635
1002,0012003,3004,110010012003004,110010012003004,18905,0,55,54,53,0,0,0,1,0,0,0,0,1,2,51,0,0,0,1,0,0,0,0,1,44,43,0,0,0,1,0,0,0,0,0,1,42,0,0,0,1,0,0,0,0,0,23,23,0,4.671069,601.011487,18903.145671,0.007299
1003,0012003,3005,110010012003005,110010012003005,5289,0,12,9,9,0,0,0,0,0,2,0,1,0,0,9,0,0,0,0,0,2,0,1,0,11,9,0,0,0,0,0,1,0,1,0,0,9,0,0,0,0,0,1,0,1,0,4,4,0,1.306839,307.711702,5288.589204,0.002042
1004,0012003,3006,110010012003006,110010012003006,10180,0,19,15,14,0,0,1,0,0,4,3,0,0,0,14,0,0,1,0,0,4,3,0,0,17,13,0,0,1,0,0,3,2,0,0,0,13,0,0,1,0,0,3,2,0,0,5,5,0,2.522036,408.858016,10206.316674,0.003941
1005,0012003,3007,110010012003007,110010012003007,18930,0,65,62,56,0,0,4,1,1,0,0,3,0,2,55,0,0,4,1,0,0,0,3,0,48,42,0,0,4,1,1,0,0,0,0,2,41,0,0,4,1,0,0,0,0,0,19,19,0,4.677302,600.311757,18928.36843,0.007308
1006,0012003,3008,110010012003008,110010012003008,19667,0,79,79,72,5,0,2,0,0,0,0,0,0,6,66,5,0,2,0,0,0,0,0,0,60,56,2,0,2,0,0,0,0,0,0,4,52,2,0,2,0,0,0,0,0,0,30,30,0,4.859284,639.279089,19664.824537,0.007593
1007,0012003,3009,110010012003009,110010012003009,17363,0,39,36,29,0,0,7,0,0,0,0,3,0,1,28,0,0,7,0,0,0,0,3,0,28,21,0,0,7,0,0,0,0,0,0,1,20,0,0,7,0,0,0,0,0,0,14,14,0,4.290061,575.084359,17361.259983,0.006703
1008,0012003,3010,110010012003010,110010012003010,20535,0,67,65,58,4,0,1,0,2,1,0,1,0,4,55,4,0,1,0,1,1,0,1,0,53,44,4,0,1,0,2,1,0,1,0,4,41,4,0,1,0,1,1,0,1,0,27,27,0,5.073768,650.445213,20532.810552,0.007928
1009,0012004,4000,110010012004000,110010012004000,181861,0,24,24,24,0,0,0,0,0,0,0,0,0,6,18,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,8,7,1,44.934389,1783.017834,181843.022508,0.07021
1010,0012004,4001,110010012004001,110010012004001,16375,0,51,47,44,3,0,0,0,0,0,0,4,0,1,43,3,0,0,0,0,0,0,4,0,42,36,2,0,0,0,0,0,0,4,0,1,35,2,0,0,0,0,0,0,4,0,22,22,0,4.046039,577.47041,16373.737248,0.006322
1011,0012004,4002,110010012004002,110010012004002,7658,0,12,12,12,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,8,7,1,1.892156,367.854881,7657.285497,0.002956
1012,0012004,4003,110010012004003,110010012004003,15830,0,68,65,63,0,0,2,0,0,0,0,3,0,0,63,0,0,2,0,0,0,0,3,0,57,54,0,0,2,0,0,0,0,1,0,0,54,0,0,2,0,0,0,0,1,0,27,25,2,3.911295,546.574788,15828.450144,0.006111
1013,0012004,4004,110010012004004,110010012004004,17458,0,47,45,42,0,0,2,0,1,0,0,2,0,1,41,0,0,2,0,1,0,0,2,0,40,37,0,0,2,0,1,0,0,0,0,1,36,0,0,2,0,1,0,0,0,0,22,22,0,4.313594,586.513546,17456.497602,0.00674
1014,0012004,4005,110010012004005,110010012004005,9991,0,61,59,53,6,0,0,0,0,1,0,1,0,5,49,5,0,0,0,0,1,0,1,0,55,47,6,0,0,0,0,1,0,1,0,5,43,5,0,0,0,0,1,0,1,0,22,21,1,2.468523,411.350952,9989.759397,0.003857
1015,0012004,4006,110010012004006,110010012004006,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139806,118.935473,565.7732,0.000218
1016,0012004,4007,110010012004007,110010012004007,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261932,138.525854,1060.001551,0.000409
1017,0012004,4008,110010012004008,110010012004008,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132625,100.769185,536.713362,0.000207
1018,0012004,4009,110010012004009,110010012004009,29650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.326018,791.918226,29647.344338,0.011447
1019,0012004,4010,110010012004010,110010012004010,110962,0,2,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,27.416691,1958.978074,110951.410765,0.042839
1020,0012004,4011,110010012004011,110010012004011,11762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.906255,425.756872,11761.197361,0.004541
1021,0012004,4012,110010012004012,110010012004012,30331,0,103,103,85,11,1,5,0,1,0,0,0,0,9,76,11,1,5,0,1,0,0,0,0,85,71,8,1,5,0,0,0,0,0,0,7,64,8,1,5,0,0,0,0,0,0,38,38,0,7.494265,792.756613,30328.21451,0.01171
1022,0012004,4013,110010012004013,110010012004013,22349,0,89,85,78,4,0,3,0,0,1,0,3,0,3,75,4,0,3,0,0,1,0,3,0,73,66,3,0,3,0,0,0,0,1,0,2,64,3,0,3,0,0,0,0,1,0,43,42,1,5.522002,692.212058,22346.748108,0.008628
1023,0012004,4014,110010012004014,110010012004014,18382,0,82,82,77,0,0,5,0,0,0,0,0,0,2,75,0,0,5,0,0,0,0,0,0,70,65,0,0,5,0,0,0,0,0,0,2,63,0,0,5,0,0,0,0,0,0,32,31,1,4.541843,592.993504,18380.185881,0.007097
1024,0012004,4015,110010012004015,110010012004015,13019,0,54,52,50,0,0,2,0,0,0,1,0,0,4,46,0,0,2,0,0,0,1,0,0,47,43,0,0,2,0,0,0,1,0,0,2,41,0,0,2,0,0,0,1,0,0,23,23,0,3.216769,495.08977,13017.80035,0.005026
1025,0012004,4016,110010012004016,110010012004016,15836,0,73,69,64,0,0,0,0,5,0,0,2,0,13,58,0,0,0,0,0,0,0,2,0,53,48,0,0,0,0,3,0,0,2,0,6,45,0,0,0,0,0,0,0,2,0,30,30,0,3.912884,547.50836,15834.878104,0.006114
1026,0012004,4017,110010012004017,110010012004017,17511,0,84,80,63,9,0,8,0,0,0,0,4,0,5,58,9,0,8,0,0,0,0,4,0,58,45,5,0,6,0,0,0,0,2,0,1,44,5,0,6,0,0,0,0,2,0,27,26,1,4.32662,587.275859,17509.210626,0.00676
1027,0012004,4018,110010012004018,110010012004018,7948,0,16,16,12,4,0,0,0,0,0,0,0,0,2,10,4,0,0,0,0,0,0,0,0,14,12,2,0,0,0,0,0,0,0,0,2,10,2,0,0,0,0,0,0,0,0,3,3,0,1.963789,359.686739,7947.173873,0.003068
1028,0012004,4019,110010012004019,110010012004019,5224,0,23,23,22,0,0,1,0,0,0,0,0,0,1,21,0,0,1,0,0,0,0,0,0,23,22,0,0,1,0,0,0,0,0,0,1,21,0,0,1,0,0,0,0,0,0,11,10,1,1.290717,305.52633,5223.348181,0.002017
1029,0012004,4020,110010012004020,110010012004020,18874,0,95,94,86,0,0,3,0,5,0,0,1,0,7,84,0,0,3,0,0,0,0,1,0,72,65,0,0,3,0,3,0,0,1,0,4,64,0,0,3,0,0,0,0,1,0,34,34,0,4.663489,600.474914,18872.471765,0.007287
1030,0074012,2004,110010074012004,110010074012004,14882,0,216,246,0,246,0,0,0,0,6,6,0,0,4,0,246,0,0,0,0,2,2,0,0,134,0,132,0,0,0,0,2,2,0,0,1,0,132,0,0,0,0,1,1,0,0,68,77,7,3.677038,508.476014,14880.442948,0.005745
1031,0074031,1000,110010074031000,110010074031000,52333,0,0,116,0,116,0,0,0,0,0,0,0,0,4,0,112,0,0,0,0,0,0,0,0,86,0,86,0,0,0,0,0,0,0,0,1,0,85,0,0,0,0,0,0,0,0,0,57,0,12.930574,1738.20424,52328.175425,0.020204
1032,0074031,1001,110010074031001,110010074031001,13917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.438403,920.895,13914.721662,0.005373
1033,0074031,1002,110010074031002,110010074031002,109946,0,1335,1318,9,1304,0,4,0,1,4,1,0,0,7,9,1300,0,3,0,0,3,1,0,0,880,8,863,0,4,0,1,4,1,0,0,5,8,861,0,3,0,0,3,1,0,0,542,489,49,27.165575,1816.65825,109935.180902,0.042446
1034,0074031,1003,110010074031003,110010074031003,23903,0,254,254,0,254,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,179,0,179,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,88,87,1,5.905875,645.232329,23900.229121,0.009228
1035,0074031,1004,110010074031004,110010074031004,34871,0,228,217,0,217,0,0,0,0,8,0,8,0,2,0,215,0,0,0,0,8,0,8,0,172,0,166,0,0,0,0,6,0,6,0,2,0,164,0,0,0,0,6,0,6,0,93,84,8,8.616039,1010.232148,34867.874363,0.013463
1036,0074031,1005,110010074031005,110010074031005,61620,0,619,624,1,621,1,1,0,0,11,6,0,0,7,1,614,1,1,0,0,11,6,0,0,416,1,408,1,1,0,0,5,3,0,0,2,1,406,1,1,0,0,5,3,0,0,247,235,17,15.225133,1412.418037,61613.92565,0.023789
1037,0074031,1006,110010074031006,110010074031006,17618,0,206,206,2,201,2,1,0,0,0,0,0,0,4,2,199,0,1,0,0,0,0,0,0,152,2,148,1,1,0,0,0,0,0,0,2,2,147,0,1,0,0,0,0,0,0,104,97,7,4.353107,532.263096,17616.399281,0.006802
1038,0074031,1007,110010074031007,110010074031007,11929,0,101,100,0,98,1,1,0,0,1,0,0,0,0,0,98,1,1,0,0,1,0,0,0,71,0,68,1,1,0,0,1,0,0,0,0,0,68,1,1,0,0,1,0,0,0,49,43,6,2.947366,466.689964,11927.565963,0.004605
1039,0074041,1000,110010074041000,110010074041000,207163,0,1132,1050,1,1034,3,1,0,11,23,17,1,2,22,1,1025,1,1,0,2,21,15,1,2,690,1,665,3,1,0,9,11,5,1,2,15,1,659,1,1,0,2,11,5,1,2,437,379,42,51.209495,2363.980763,207237.472415,0.080015
1040,0074041,1001,110010074041001,110010074041001,1538,0,0,23,0,23,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0.366114,165.457392,1481.611189,0.000572
1041,0074041,1002,110010074041002,110010074041002,7661,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,4,0,1.892992,344.075871,7660.665355,0.002958
1042,0074041,1003,110010074041003,110010074041003,5242,0,5,44,0,44,0,0,0,0,1,0,1,0,0,0,44,0,0,0,0,1,0,1,0,30,0,29,0,0,0,0,1,0,1,0,0,0,29,0,0,0,0,1,0,1,0,2,13,1,1.295317,341.582504,5241.962478,0.002024
1043,0074041,1004,110010074041004,110010074041004,15094,0,87,87,8,79,0,0,0,0,0,0,0,0,0,8,79,0,0,0,0,0,0,0,0,53,4,49,0,0,0,0,0,0,0,0,0,4,49,0,0,0,0,0,0,0,0,31,31,0,3.558993,512.426535,14402.73434,0.005561
1044,0074041,1005,110010074041005,110010074041005,19053,0,177,182,0,181,0,1,0,0,0,0,1,0,1,0,180,0,1,0,0,0,0,1,0,122,0,120,0,1,0,0,0,0,1,0,0,0,120,0,1,0,0,0,0,1,0,61,60,3,4.565401,637.136307,18475.520542,0.007133
1045,0074041,1006,110010074041006,110010074041006,6588,0,83,72,1,71,0,0,0,0,0,0,0,0,0,1,71,0,0,0,0,0,0,0,0,51,1,50,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,35,31,0,2.99552,438.849642,12122.437469,0.00468
1046,0074041,1007,110010074041007,110010074041007,5345,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1.633105,425.691298,6608.942887,0.002552
1047,0074041,1008,110010074041008,110010074041008,15164,0,118,117,1,114,0,0,0,2,1,0,0,0,8,1,109,0,0,0,0,0,0,0,0,79,1,77,0,0,0,1,0,0,0,0,2,1,76,0,0,0,0,0,0,0,0,40,37,3,3.748873,503.033584,15171.150174,0.005858
1048,0074041,1009,110010074041009,110010074041009,23643,0,179,176,4,172,0,0,0,0,3,0,1,0,0,4,172,0,0,0,0,3,0,1,0,110,4,103,0,0,0,0,3,0,1,0,0,4,103,0,0,0,0,3,0,1,0,54,52,2,4.588279,622.222089,18568.106223,0.007169
1049,0074041,1010,110010074041010,110010074041010,38150,0,57,57,0,57,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,37,0,37,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,24,23,1,9.418695,864.756501,38116.107853,0.014717
1050,0074041,1011,110010074041011,110010074041011,9187,0,80,76,0,76,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,41,0,41,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,23,21,1,2.153459,371.838807,8714.740762,0.003365
1051,0074042,2000,110010074042000,110010074042000,10432,0,102,99,0,96,0,0,0,3,0,0,0,0,3,0,96,0,0,0,0,0,0,0,0,48,0,46,0,0,0,2,0,0,0,0,2,0,46,0,0,0,0,0,0,0,0,32,27,4,2.555539,411.295934,10341.900634,0.003993
1052,0074042,2001,110010074042001,110010074042001,6636,0,35,34,0,26,0,1,0,7,0,0,0,0,5,0,26,0,1,0,2,0,0,0,0,25,0,22,0,1,0,2,0,0,0,0,2,0,22,0,1,0,0,0,0,0,0,12,11,0,1.698556,328.375627,6873.810678,0.002654
1053,0074042,2002,110010074042002,110010074042002,9007,0,77,73,0,73,0,0,0,0,4,2,2,0,0,0,73,0,0,0,0,4,2,2,0,47,0,43,0,0,0,0,4,2,2,0,0,0,43,0,0,0,0,4,2,2,0,29,24,5,2.642262,438.558447,10692.853675,0.004129
1054,0074042,2003,110010074042003,110010074042003,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823773,253.557541,3333.689142,0.001287
1055,0074042,2004,110010074042004,110010074042004,11087,0,79,88,10,75,0,3,0,0,1,1,0,0,0,10,75,0,3,0,0,1,1,0,0,56,7,46,0,2,0,0,1,1,0,0,0,7,46,0,2,0,0,1,1,0,0,34,32,8,2.805088,432.96656,11351.788674,0.004383
1056,0074042,2005,110010074042005,110010074042005,13468,0,112,110,0,110,0,0,0,0,2,0,0,0,1,0,109,0,0,0,0,2,0,0,0,74,0,73,0,0,0,0,1,0,0,0,1,0,72,0,0,0,0,1,0,0,0,44,39,5,3.232211,461.666738,13080.293668,0.00505
1057,0074042,2006,110010074042006,110010074042006,145359,0,112,102,0,100,1,1,0,0,0,0,0,0,0,0,100,1,1,0,0,0,0,0,0,78,0,76,1,1,0,0,0,0,0,0,0,0,76,1,1,0,0,0,0,0,0,52,34,12,35.159347,2115.788057,142284.831214,0.054936
1058,0074042,2007,110010074042007,110010074042007,17918,0,153,139,8,130,0,1,0,0,14,10,2,0,8,2,130,0,1,0,0,12,9,2,0,112,5,98,0,1,0,0,8,5,2,0,4,2,98,0,1,0,0,7,4,2,0,74,62,12,4.426913,649.027963,17915.079753,0.006917
1059,0074042,2008,110010074042008,110010074042008,7385,0,45,47,0,47,0,0,0,0,2,1,0,0,0,0,47,0,0,0,0,2,1,0,0,32,0,30,0,0,0,0,2,1,0,0,0,0,30,0,0,0,0,2,1,0,0,14,15,1,1.490054,418.696432,6030.032688,0.002328
1060,0074042,2009,110010074042009,110010074042009,9998,0,131,129,4,125,0,0,0,0,2,0,0,0,6,0,123,0,0,0,0,2,0,0,0,78,2,74,0,0,0,0,2,0,0,0,4,0,72,0,0,0,0,2,0,0,0,38,36,2,2.826521,544.202746,11438.525994,0.004416
1061,0074042,2010,110010074042010,110010074042010,20105,0,149,149,0,149,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,79,0,79,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,49,35,14,5.000026,638.596087,20234.387666,0.007813
1062,0074042,2011,110010074042011,110010074042011,972,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.236647,122.385034,957.674742,0.00037
1063,0074043,3000,110010074043000,110010074043000,121406,0,357,286,2,279,0,0,0,5,5,3,1,0,10,2,279,0,0,0,0,4,3,1,0,182,2,171,0,0,0,3,4,2,0,0,6,2,171,0,0,0,0,3,2,0,0,143,99,20,29.996985,2790.360369,121393.489668,0.04687
1064,0076042,2031,110010076042031,110010076042031,20001,0,40,40,0,39,0,1,0,0,0,0,0,0,0,0,39,0,1,0,0,0,0,0,0,36,0,35,0,1,0,0,0,0,0,0,0,0,35,0,1,0,0,0,0,0,0,20,19,1,4.941805,761.542568,19998.776994,0.007722
1065,0076042,2032,110010076042032,110010076042032,29636,0,71,70,5,65,0,0,0,0,1,0,1,0,2,5,63,0,0,0,0,1,0,1,0,54,4,49,0,0,0,0,1,0,1,0,0,4,49,0,0,0,0,1,0,1,0,21,21,0,7.322508,716.200746,29633.136971,0.011441
1066,0076042,2033,110010076042033,110010076042033,6889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.702191,418.481138,6888.522997,0.00266
1067,0076043,3000,110010076043000,110010076043000,179376,0,175,171,15,152,3,0,0,1,4,4,0,0,4,13,152,3,0,0,0,3,3,0,0,154,13,134,3,0,0,1,3,3,0,0,4,11,134,3,0,0,0,2,2,0,0,97,88,9,44.320128,2656.689907,179357.194724,0.06925
1068,0076043,3001,110010076043001,110010076043001,25734,0,47,45,5,40,0,0,0,0,2,0,1,0,0,5,40,0,0,0,0,2,0,1,0,43,5,37,0,0,0,0,1,0,1,0,0,5,37,0,0,0,0,1,0,1,0,26,23,3,6.358274,767.289053,25731.023386,0.009935
1069,0076043,3002,110010076043002,110010076043002,14071,0,83,82,0,82,0,0,0,0,1,1,0,0,0,0,82,0,0,0,0,1,1,0,0,66,0,65,0,0,0,0,1,1,0,0,0,0,65,0,0,0,0,1,1,0,0,57,42,15,3.476644,514.667123,14069.479137,0.005432
1070,0076043,3003,110010076043003,110010076043003,13505,0,87,84,3,80,0,0,0,1,3,1,0,0,2,3,79,0,0,0,0,3,1,0,0,77,3,70,0,0,0,1,3,1,0,0,2,3,69,0,0,0,0,3,1,0,0,52,49,3,3.336879,499.377801,13503.872035,0.005214
1071,0076043,3004,110010076043004,110010076043004,12581,0,95,94,0,93,1,0,0,0,1,0,0,0,6,0,87,1,0,0,0,1,0,0,0,77,0,75,1,0,0,0,1,0,0,0,2,0,73,1,0,0,0,1,0,0,0,52,46,6,3.108408,459.316483,12579.28037,0.004857
1072,0076043,3005,110010076043005,110010076043005,11639,0,126,124,6,116,1,0,0,1,2,0,0,0,9,0,115,0,0,0,0,2,0,0,0,99,6,92,0,0,0,0,1,0,0,0,7,0,91,0,0,0,0,1,0,0,0,65,61,4,2.875714,446.517921,11637.600067,0.004493
1073,0076043,3006,110010076043006,110010076043006,12466,0,78,77,1,75,0,1,0,0,1,0,1,0,1,1,74,0,1,0,0,1,0,1,0,61,1,58,0,1,0,0,1,0,1,0,1,1,57,0,1,0,0,1,0,1,0,37,35,2,3.080126,458.73939,12464.827405,0.004813
1074,0076043,3007,110010076043007,110010076043007,9179,0,65,65,0,65,0,0,0,0,0,0,0,0,1,0,64,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,1,0,49,0,0,0,0,0,0,0,0,30,28,2,2.267878,384.306379,9177.776995,0.003544
1075,0076043,3008,110010076043008,110010076043008,8583,0,36,36,0,36,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,20,16,3,2.120595,373.032129,8581.743573,0.003313
1076,0076043,3009,110010076043009,110010076043009,18029,0,98,97,1,93,0,3,0,0,0,0,1,0,3,0,92,0,3,0,0,0,0,0,0,79,1,74,0,3,0,0,0,0,1,0,3,0,73,0,3,0,0,0,0,0,0,51,41,11,4.454546,582.626645,18026.907697,0.00696
1077,0076043,3010,110010076043010,110010076043010,8087,0,103,102,4,97,0,1,0,0,1,0,1,0,1,3,97,0,1,0,0,1,0,1,0,74,4,69,0,1,0,0,0,0,0,0,1,3,69,0,1,0,0,0,0,0,0,44,42,2,1.998222,358.212068,8086.517919,0.003122
1078,0076043,3011,110010076043011,110010076043011,64689,0,49,49,0,49,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,43,0,43,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,62,29,33,15.983489,1154.246616,64682.88411,0.024974
1079,0076043,3012,110010076043012,110010076043012,5047,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,1.247123,556.296547,5046.92649,0.001949
1080,0076051,1000,110010076051000,110010076051000,31522,0,222,222,0,222,0,0,0,0,0,0,0,0,1,0,221,0,0,0,0,0,0,0,0,188,0,188,0,0,0,0,0,0,0,0,1,0,187,0,0,0,0,0,0,0,0,99,95,4,7.788545,904.108713,31519.123149,0.01217
1081,0076051,1001,110010076051001,110010076051001,13718,0,76,76,0,76,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,63,0,63,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,32,32,0,3.389391,500.437001,13716.379534,0.005296
1082,0076051,1002,110010076051002,110010076051002,13123,0,53,53,0,53,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,42,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,34,20,14,3.257664,522.746772,13183.300315,0.00509
1083,0076051,1003,110010076051003,110010076051003,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.488847,174.715308,1978.294225,0.000764
1084,0076051,1004,110010076051004,110010076051004,5924,0,13,13,1,11,0,1,0,0,0,0,0,0,0,1,11,0,1,0,0,0,0,0,0,8,1,6,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,7,4,3,1.498022,366.722237,6062.281497,0.002341
1085,0076051,1005,110010076051005,110010076051005,6134,0,58,58,2,56,0,0,0,0,0,0,0,0,0,2,56,0,0,0,0,0,0,0,0,51,2,49,0,0,0,0,0,0,0,0,0,2,49,0,0,0,0,0,0,0,0,27,26,1,1.669969,331.117086,6758.123843,0.002609
